1,-1.2217,3.5086,-0.62318,-2.0414,-0.48619,-0.68572,1.4184,-0.56045,-0.049211,-0.412,1.0451,1.2412,0.62826,-0.51463,0.99385,-1.5197,-0.69122,0.33696
1,3.0454,-3.167,-1.6576,-0.29625,1.6006,1.2276,-0.45522,0.80391,0.70195,-0.55336,0.67728,0.55616,0.93391,-0.76839,1.7748,0.23007,-0.56452,0.24917
1,-1.0116,-0.22041,0.92698,0.45855,-2.7694,-2.8915,0.40772,-0.03181,0.36661,-1.3002,0.88522,-1.5097,1.2358,1.1725,-0.99184,0.39329,0.9273,-1.4831
1,-4.7574,6.2078,1.0162,0.65282,2.2088,-0.25943,-0.12148,0.40703,0.99678,1.3827,1.3309,-0.86716,0.3104,0.90222,0.84511,0.64311,0.59423,-0.44917
1,1.663,-1.7402,-0.72357,1.1482,-1.3813,0.94119,2.5083,1.6186,-1.2566,-1.2109,0.097392,0.64839,2.152,-1.1653,-0.36199,1.7682,1.0318,0.8002
1,-5.3089,8.8029,1.0695,-0.080167,0.28858,-0.030008,-0.32184,0.96252,-0.21851,2.2809,-1.1802,0.69054,-0.41332,1.003,2.9819,0.6408,-1.7245,-0.67079
1,0.3652,-1.1893,0.51552,-1.6344,0.46895,0.55375,-0.56558,2.3209,-0.17022,-0.011305,1.1536,-1.4251,0.51586,0.09203,-0.31753,-0.65976,-0.11119,1.1936
1,-0.40529,1.8221,-0.13949,2.5643,-0.97317,-1.7392,-0.8017,0.1271,-0.48159,-0.7023,1.2096,0.76186,1.6131,-0.27559,0.38318,-0.39565,0.16304,-1.4
1,2.6949,-5.9806,0.58468,-1.2742,1.6093,-0.46398,0.26408,0.50109,1.271,-0.51333,-0.87579,0.087983,-0.16409,-0.69642,0.90623,0.50917,1.3244,0.48019
1,-1.2662,0.119,0.2855,-0.45228,0.93596,1.721,0.77443,-0.59727,0.48909,0.88846,-1.2736,0.64671,0.93072,-0.66149,-0.70673,0.59855,-0.62472,-1.6364
1,-3.8968,1.0327,1.2036,0.40579,-1.3177,0.27529,0.57557,-0.079722,-2.7995,-0.99659,-0.77072,0.38194,-1.154,1.0614,1.209,-0.63422,-0.12437,-1.2636
1,2.7101,-1.2193,-0.22914,-0.4372,1.6284,-0.47352,-1.1199,-0.6411,0.059586,-0.15991,1.174,0.48213,0.46659,0.45486,1.0989,1.147,0.36958,-0.85534
1,-1.6605,2.046,0.91865,-0.30818,1.0128,0.47759,1.9139,-0.68009,0.76498,-1.5272,-0.91744,-1.4332,-0.33731,1.041,0.62781,0.30057,0.71464,1.0954
1,-0.9131,-1.5938,0.96113,-0.84998,0.43849,-1.1075,-0.61758,-0.8718,0.67476,-2.3627,0.69619,0.36018,0.078884,0.74001,0.001466,-0.43151,0.85824,0.25645
1,-1.5819,0.90867,0.31589,-0.055264,1.7804,-1.3572,-0.47056,1.4956,-0.2183,-0.26666,1.3294,-0.71804,-0.60888,-0.48153,-1.5159,0.82513,0.67513,-0.70519
1,0.25446,-1.5654,-0.90612,1.4541,1.5492,1.08,0.77028,0.50512,0.53021,1.6845,1.0203,-0.13726,-0.71353,0.24913,-0.71856,0.17388,0.59069,0.45017
1,-2.1425,4.2727,-0.098273,-1.0283,-0.9747,-1.381,0.27634,-0.19224,-0.16033,-0.97839,-2.1497,0.94565,1.2271,-0.098882,2.2121,0.095033,0.28564,1.4203
1,-3.943,4.7064,0.3735,0.99789,0.20138,1.6997,-0.95844,2.16,0.30388,1.5511,1.2688,0.12513,0.11003,-0.85931,1.4611,-0.45117,-0.73552,-0.1576
1,-1.7921,1.6075,1.1437,1.9123,0.42211,-1.0062,-0.67285,1.5843,-0.97162,0.25065,0.56456,0.99696,-1.3362,-0.93923,1.1784,0.34784,-1.3752,-0.086698
1,2.4221,-1.3247,-0.54342,-0.42453,0.70444,-0.538,-0.60236,0.62913,-2.1561,0.47757,-1.2627,-1.122,1.409,-0.085629,1.082,-1.9146,1.2388,0.18287
1,1.5282,0.24295,1.3407,-1.1043,0.34073,0.12794,-0.33062,-0.5183,-1.2479,-0.033758,-0.23284,0.75051,-0.12569,0.93992,0.52163,-0.44668,0.078301,0.60407
1,-0.57653,0.11241,0.82944,1.4039,0.011719,0.78005,1.0113,0.48924,0.19435,-0.79572,0.69305,0.39271,-0.36032,0.31507,-0.076033,1.6142,0.2744,-0.50412
1,-0.3289,-0.94106,1.0666,-0.79895,-0.78005,0.83996,0.35546,-0.26654,0.4195,-0.6994,0.13461,0.12501,1.3096,0.14915,-1.1069,-0.92398,0.96061,0.44579
1,-2.1274,0.90943,-0.081673,0.46383,-0.67186,1.0709,0.049767,-1.6665,1.426,0.33586,-0.76122,1.4874,-0.35359,1.3664,1.496,0.55141,0.97193,-1.3133
1,2.614,-2.4898,-1.5724,-0.49477,-0.79066,1.2011,-0.85164,-1.3849,-1.2966,0.84282,1.0328,-0.47044,-0.23974,1.6755,-0.58584,-2.0412,0.89271,2.3039
1,-0.25116,-1.8652,-0.32619,0.77132,-0.48179,-0.92361,0.77111,-0.071094,1.1539,0.29666,-0.30382,-0.87194,0.74116,1.2493,-1.7744,0.337,-0.48706,0.7532
1,-2.8188,1.7293,0.45249,-1.4108,1.0618,0.73886,1.0764,-0.62559,-1.3687,-0.54675,-1.46,-0.22424,0.45167,-0.21706,1.5526,0.54944,0.39863,-0.029554
1,4.4261,-2.1252,-0.46854,0.86646,-0.93523,0.16191,0.92043,0.62334,-1.3991,-1.0695,0.77097,-0.0087136,-1.0094,0.75347,-1.1603,1.3269,-0.89346,0.94922
1,5.6859,-2.2227,0.12125,-0.79716,-0.33754,-1.1623,0.16606,0.80721,0.19104,-1.3875,0.52805,1.5571,0.55412,-0.11168,-0.89586,1.6986,1.1387,0.10707
1,-1.6197,4.4169,-0.81575,-0.86989,-0.67801,1.6218,-0.14758,1.6613,-0.23393,1.1543,-1.5879,0.043249,-0.026302,0.023622,1.2604,0.84333,-1.5552,-1.9286
1,7.3874,-1.7323,1.813,0.25378,0.42693,0.70768,-0.8001,-0.74677,1.1834,0.67747,1.4251,-0.097429,2.0551,0.31829,1.4016,0.66639,-0.49286,-0.67254
1,-5.698,1.103,-0.2618,-0.80741,1.4451,-2.7151,-0.85204,-0.20594,0.33362,-1.9497,0.55501,-2.2089,1.734,-0.11208,-1.0143,-0.50197,0.5749,-1.6424
1,-3.7622,2.879,1.0602,-2.3542,-0.13335,0.61298,-1.9576,-0.32706,-0.023879,-1.0217,-1.0971,0.040719,-0.55779,-1.7133,0.082802,-1.6575,-0.11409,-1.6566
1,-2.4204,3.6714,0.48884,0.23402,0.7332,1.1751,-0.31608,-0.36752,-1.7285,-1.6721,0.056439,-0.60577,-0.1408,-1.7533,-0.17716,0.72663,0.1312,0.12185
1,-2.4123,2.3403,0.2227,0.31007,0.016695,-0.80681,0.15305,0.12964,0.35118,-0.16581,-1.3508,-0.09686,-0.58847,-1.2576,0.33955,0.34962,-0.57873,-0.75318
1,2.7129,-1.7576,2.0725,2.3437,1.0383,1.2899,-0.75914,-0.4257,1.1626,-0.51034,1.491,-0.43612,-1.0972,0.71311,0.65011,1.3607,0.33528,-0.61366
1,3.3668,-3.6417,-0.049557,-1.1598,-1.4801,-0.46542,0.81449,-1.2307,1.6297,-0.33602,-0.74716,-0.27005,0.32984,1.0637,1.2205,0.10758,0.071443,-0.58883
1,-0.76381,0.74486,0.99183,-0.13021,-0.61259,0.37256,1.4506,-0.63131,0.59321,-0.00084204,-0.43742,-1.3892,-0.65384,1.1449,0.77674,0.56652,1.0216,0.57843
1,0.80291,0.64757,0.041922,0.85194,0.030349,1.303,0.75675,-0.22041,0.50094,1.8279,0.36091,-0.016473,0.2595,-0.046911,0.92429,0.073193,-0.077958,3.7639
1,-0.80969,0.13466,1.7639,1.2408,-1.6648,1.0014,-0.15815,-0.76131,-0.68523,0.77512,0.72492,3.0139,-0.64505,-0.85958,-0.56203,-0.95927,-0.21151,-0.23727
1,-0.17841,-1.1168,-1.2853,0.47923,0.33328,-1.1854,-2.0946,-0.32937,-1.2756,-0.20597,0.3204,0.72372,-0.3074,0.31378,-0.3245,0.7185,-1.488,-1.344
